0.6,500,0.4,1850,444.8666667
0.6,500,0.4,2050,422.4333333
0.6,500,0.4,2250,400
0.6,500,0.4,2450,397.5666667
0.6,500,0.4,2650,392.3
0.6,500,0.4,2850,391.6333333
0.6,500,0.4,3050,392.9333333
0.6,500,0.4,3550,388.3
0.6,500,0.4,4050,386.3
0.6,500,0.4,4550,384.0333333
0.6,500,0.4,5050,388.4666667
0.6,300,0.2,50,645.5
0.6,300,0.2,150,646.1333333
0.6,300,0.2,250,636.4
0.6,300,0.2,350,638
0.6,300,0.2,450,624.2333333
0.6,300,0.2,550,618.9
0.6,300,0.2,650,606.9
0.6,300,0.2,750,591.2333333
0.6,300,0.2,850,573.3666667
0.6,300,0.2,950,548.8
0.6,300,0.2,1050,526.7666667
0.6,300,0.2,1150,498.0666667
0.6,300,0.2,1250,490.5
0.6,300,0.2,1350,475
0.6,300,0.2,1450,468.1333333
0.6,300,0.2,1550,463.4666667
0.6,300,0.2,1650,463.3666667
0.6,300,0.2,1850,455.3666667
0.6,300,0.2,2050,397.2333333
0.6,300,0.2,2250,400
0.6,300,0.2,2450,389.4666667
0.6,300,0.2,2650,388.2
0.6,300,0.2,2850,388.0666667
0.6,300,0.2,3050,387.8
0.6,300,0.2,3550,386.2666667
0.6,300,0.2,4050,385.3666667
0.6,300,0.2,4550,384.4666667
0.6,300,0.2,5050,383.5333333
0.6,300,0.6,50,671.9666667
0.6,300,0.6,150,664.5666667
0.6,300,0.6,250,656.1666667
0.6,300,0.6,350,654.4
0.6,300,0.6,450,647.8
0.6,300,0.6,550,642.8
0.6,300,0.6,650,613.5666667
0.6,300,0.6,750,597.7333333
0.6,300,0.6,850,590.1
0.6,300,0.6,950,568.5666667
0.6,300,0.6,1050,559.3
0.6,300,0.6,1150,555.0333333
0.6,300,0.6,1250,553.3333333
0.6,300,0.6,1350,549.9333333
0.6,300,0.6,1450,520.2666667
0.6,300,0.6,1550,485.6333333
0.6,300,0.6,1650,463.9333333
0.6,300,0.6,1850,440.4666667
0.6,300,0.6,2050,413.7666667
0.6,300,0.6,2250,387.4
0.6,300,0.6,2450,377.0666667
0.6,300,0.6,2650,389.6
0.6,300,0.6,2850,387.1333333
0.6,300,0.6,3050,380.2
0.6,300,0.6,3550,379.4
0.6,300,0.6,4050,372.2666667
0.6,300,0.6,4550,385.3333333
0.6,300,0.6,5050,386.5333333
